origin,destination,departure_date,flight_route_number,customer
ATL,IND,5/10/2016,630,3145
BWI,LAS,5/1/2016,553,3145
OAK,BUR,5/31/2016,203,3145
MDW,ATL,5/13/2016,361,3145
SJC,LAS,5/9/2016,430,3145
PHX,SNA,5/2/2016,150,3145
PHX,OAK,5/17/2016,177,3145
MDW,BNA,5/9/2016,370,3145
SLC,LAS,5/22/2016,48,3145
SDF,MDW,5/22/2016,502,3146
DTW,MDW,5/8/2016,435,3147
PVR,SNA,5/21/2016,526,3147
CUN,BWI,5/6/2016,120,3147
SNA,PVR,5/12/2016,457,3148
MCI,DEN,5/13/2016,147,3148
DEN,MDW,5/10/2016,532,3148
PHX,ELP,5/5/2016,333,3148
LAS,BOI,5/9/2016,509,3148
LAS,SMF,5/6/2016,607,3148
LAX,DEN,5/14/2016,413,3148
BNA,BWI,5/11/2016,308,3151
LGA,DAL,5/14/2016,270,3151
CMH,BWI,5/2/2016,162,3151
PHX,SAN,5/7/2016,554,3151
HOU,MCI,5/18/2016,564,3151
CMH,BWI,5/20/2016,66,3151
MCO,BDL,5/13/2016,647,3151
PHX,SAT,5/4/2016,405,3151
TPA,MKE,5/14/2016,368,3152
JAX,ATL,5/5/2016,404,3152
ALB,BWI,5/14/2016,146,3152
PHX,LIT,5/5/2016,508,3152
MHT,MDW,5/7/2016,422,3152
LAS,MDW,5/5/2016,640,3152
OAK,SEA,5/8/2016,256,3152
ELP,PHX,5/10/2016,14,3152
SMF,SAN,5/25/2016,152,3152
FLL,PIT,5/7/2016,276,3152
HOU,DEN,5/15/2016,390,3152
DAL,HOU,5/23/2016,2,3152
PHX,DEN,5/21/2016,585,3153
BWI,BNA,5/19/2016,468,3154
SAT,LAS,5/26/2016,327,3154
DAL,LBB,5/14/2016,6,3154
PHX,SNA,5/2/2016,438,3155
DAL,TUL,5/20/2016,44,3155
DCA,BNA,5/16/2016,438,3155
DEN,TPA,5/6/2016,626,3155
MCO,BNA,5/22/2016,428,3155
OAK,LAX,5/11/2016,177,3155
BWI,LAS,5/10/2016,389,3155
BWI,BNA,5/23/2016,49,3155
LAX,LAS,5/27/2016,67,3155
BNA,MDW,5/23/2016,212,3155
LAS,PHX,5/12/2016,271,3155
PVD,BWI,5/1/2016,130,3155
PHX,BUR,5/5/2016,464,3155
DEN,SLC,5/10/2016,11,3155
DEN,BWI,5/12/2016,160,3155
MDW,MSP,5/1/2016,158,3155
EWR,DEN,5/29/2016,375,3155
SFO,DEN,5/31/2016,506,3155
TPA,ROC,5/6/2016,323,3156
MSP,MDW,5/24/2016,342,3156
HOU,ATL,5/28/2016,169,3156
ONT,SJC,5/23/2016,94,3156
LGA,MCI,5/10/2016,192,3156
STL,CMH,5/11/2016,493,3156
BNA,DTW,5/12/2016,428,3156
DAL,AMA,5/24/2016,479,3156
ICT,STL,5/13/2016,230,3156
OAK,SNA,5/22/2016,356,3156
LAX,SMF,5/18/2016,203,3157
DAY,MDW,5/6/2016,294,3157
LIR,HOU,5/4/2016,421,3157
ONT,SMF,5/2/2016,254,3157
AUS,FLL,5/24/2016,80,3157
DAL,AMA,5/2/2016,2,3157
OAK,SLC,5/6/2016,356,3157
SAN,TUS,5/27/2016,43,3157
HOU,MEX,5/1/2016,261,3157
HOU,LIR,5/24/2016,421,3157
HOU,MSY,5/30/2016,312,3157
TUL,DAL,5/24/2016,177,3157
MCI,DEN,5/23/2016,320,3158
MDW,SFO,5/26/2016,619,3158
MDW,BWI,5/20/2016,342,3158
GSP,ATL,5/31/2016,37,3161
BWI,MHT,5/2/2016,327,3161
FLL,MKE,5/18/2016,131,3161
PHX,BOI,5/6/2016,74,3161
LAS,DEN,5/25/2016,188,3162
MDW,PIT,5/19/2016,625,3162
LAX,SJC,5/15/2016,100,3162
DEN,BWI,5/27/2016,643,3162
ECP,BWI,5/27/2016,55,3162
BHM,MDW,5/18/2016,131,3162
ISP,BWI,5/13/2016,164,3162
SJC,AUS,5/26/2016,515,3162
TPA,PHX,5/7/2016,645,3162
ATL,JAX,5/11/2016,496,3162
MDW,CMH,5/30/2016,280,3162
BWI,TPA,5/31/2016,468,3162
MSY,HOU,5/31/2016,276,3162
SAN,SJC,5/5/2016,515,3162
JAX,HOU,5/8/2016,61,3162
DAL,BNA,5/7/2016,15,3162
MDW,IND,5/11/2016,249,3162
MCI,LAS,5/1/2016,570,3163
MDW,CHS,5/27/2016,371,3163
ATL,MSP,5/17/2016,115,3163
SEA,OAK,5/30/2016,515,3163
MCO,BUF,5/5/2016,565,3163
BWI,SJU,5/6/2016,334,3163
RNO,DEN,5/12/2016,632,3163
SNA,SFO,5/3/2016,509,3163
AUS,MCO,5/20/2016,266,3163
AUS,OAK,5/31/2016,76,3163
BNA,FLL,5/9/2016,23,3163
HOU,DAL,5/13/2016,8,3163
RDU,ATL,5/23/2016,395,3163
LGA,STL,5/11/2016,415,3163
MKE,LGA,5/28/2016,245,3163
MKE,LAS,5/16/2016,158,3163
BWI,DAL,5/4/2016,450,3163
STL,SFO,5/20/2016,372,3163
OAK,SEA,5/1/2016,71,3165
SJC,SNA,5/17/2016,296,3165
SNA,DEN,5/26/2016,526,3165
MDW,AUS,5/29/2016,148,3165
HOU,SJO,5/19/2016,277,3165
MDW,LGA,5/4/2016,371,3165
MSY,DEN,5/1/2016,110,3165
LAX,AUS,5/19/2016,57,3165
STL,SAT,5/13/2016,37,3165
DEN,OMA,5/9/2016,302,3165
TPA,MSY,5/24/2016,305,3165
FLL,BWI,5/13/2016,412,3165
PHX,SMF,5/6/2016,159,3165
DCA,OMA,5/7/2016,310,3167
BOS,DEN,5/3/2016,337,3167
LAS,MDW,5/8/2016,642,3167
AUS,PHX,5/1/2016,406,3167
BWI,CLE,5/5/2016,34,3167
FLL,ATL,5/21/2016,41,3167
LAS,BUR,5/29/2016,254,3170
MSP,MDW,5/11/2016,343,3170
HOU,LAX,5/20/2016,298,3170
SAT,DAL,5/13/2016,337,3171
CMH,BWI,5/15/2016,352,3171
LAS,MDW,5/20/2016,631,3171
SEA,MDW,5/10/2016,140,3171
SAT,DAL,5/13/2016,303,3171
DEN,SDF,5/15/2016,378,3171
DCA,MSY,5/9/2016,351,3171
STL,SEA,5/2/2016,450,3171
BHM,DAL,5/24/2016,143,3172
OAK,ONT,5/22/2016,67,3172
MCO,DEN,5/4/2016,518,3172
BDL,FLL,5/4/2016,326,3172
BWI,CLT,5/14/2016,88,3172
MCI,ABQ,5/26/2016,351,3172
PVD,MCO,5/26/2016,647,3172
ISP,FLL,5/30/2016,410,3172
DEN,LAS,5/25/2016,301,3172
OAK,SLC,5/15/2016,103,3172
SNA,SMF,5/10/2016,357,3172
OKC,DAL,5/5/2016,7,3172
PHX,SFO,5/24/2016,45,3172
LAS,SAN,5/31/2016,340,3173
STL,DAL,5/20/2016,189,3173
ATL,BOS,5/5/2016,403,3173
CMH,DEN,5/11/2016,358,3173
MDW,OMA,5/15/2016,131,3173
BNA,AUS,5/8/2016,452,3173
MCO,MDW,5/21/2016,382,3174
PHX,RDU,5/5/2016,643,3174
PWM,BWI,5/17/2016,471,3174
OAK,PDX,5/25/2016,269,3174
DAL,DCA,5/20/2016,304,3174
TUS,MDW,5/15/2016,286,3174
ATL,RDU,5/25/2016,350,3174
PHX,CMH,5/15/2016,595,3174
STL,LAX,5/11/2016,232,3174
DEN,SMF,5/16/2016,530,3174
TUS,MDW,5/16/2016,647,3175
SMF,SNA,5/16/2016,522,3175
BWI,BOS,5/3/2016,65,3175
LAX,ELP,5/26/2016,362,3175
ATL,PHL,5/26/2016,221,3175
LAS,PHX,5/17/2016,488,3175
STL,HOU,5/12/2016,453,3177
MCO,ATL,5/21/2016,470,3177
SNA,SFO,5/22/2016,343,3177
SFO,MKE,5/15/2016,511,3177
DEN,SLC,5/15/2016,475,3177
LAS,SAN,5/2/2016,379,3177
PDX,SJC,5/27/2016,625,3177
BNA,MDW,5/27/2016,212,3177
MDW,PDX,5/10/2016,630,3177
RDU,HOU,5/1/2016,475,3177
SFO,SNA,5/31/2016,194,3177
MCO,MEM,5/24/2016,166,3177
SNA,SJD,5/22/2016,282,3177
PBI,ATL,5/31/2016,450,3177
BUR,PHX,5/12/2016,343,3177
AUS,DAL,5/29/2016,15,3177
SFO,LAX,5/15/2016,17,3177
BOS,ATL,5/19/2016,83,3177
SMF,SEA,5/18/2016,520,3178
TUS,LAX,5/12/2016,359,3178
DEN,SNA,5/1/2016,294,3178
PHX,BUR,5/26/2016,482,3178
CLT,BWI,5/27/2016,350,3178
HOU,DEN,5/5/2016,409,3178
OAK,LAX,5/5/2016,75,3178
LAS,SEA,5/2/2016,139,3178
MCO,PHL,5/22/2016,406,3178
SJU,TPA,5/28/2016,339,3178
ABQ,DEN,5/29/2016,49,3178
LAS,OAK,5/11/2016,75,3179
SEA,OAK,5/8/2016,13,3179
OAK,SAN,5/20/2016,258,3179
DAL,LGA,5/24/2016,320,3179
ONT,PHX,5/13/2016,203,3179
MDW,LAX,5/12/2016,552,3179
SMF,BOI,5/17/2016,489,3179
SJC,SNA,5/1/2016,437,3179
MSY,LAX,5/12/2016,481,3180
SJC,DEN,5/16/2016,604,3180
DEN,TUL,5/12/2016,110,3180
MDW,DTW,5/5/2016,352,3180
BUR,OAK,5/19/2016,385,3180
DAL,MEM,5/19/2016,319,3180
SMF,PHX,5/16/2016,333,3180
FLL,LAS,5/27/2016,552,3180
SAN,OAK,5/27/2016,341,3181
DAL,DEN,5/25/2016,301,3181
PHX,MCI,5/25/2016,274,3181
MDW,FLL,5/21/2016,473,3181
ATL,HOU,5/7/2016,361,3181
TPA,AUS,5/31/2016,116,3181
BNA,PHX,5/7/2016,299,3181
SAN,TUS,5/18/2016,339,3181
PHX,ONT,5/24/2016,71,3183
HOU,AUS,5/30/2016,278,3183
LAS,MCI,5/12/2016,74,3183
ATL,PIT,5/16/2016,474,3183
MCI,BNA,5/3/2016,62,3183
BWI,ATL,5/19/2016,219,3183
IND,FLL,5/5/2016,351,3183
MDW,PHL,5/18/2016,240,3183
ICT,PHX,5/29/2016,436,3183
RDU,BNA,5/19/2016,518,3186
MCO,SJU,5/8/2016,212,3186
STL,SNA,5/21/2016,301,3186
STL,BNA,5/26/2016,169,3186
PHX,SNA,5/5/2016,196,3186
BNA,DAL,5/13/2016,87,3186
SFO,SNA,5/9/2016,194,3187
PHX,IND,5/9/2016,573,3187
ATL,MSP,5/27/2016,83,3187
LAX,AUS,5/16/2016,268,3187
OAK,SAN,5/26/2016,258,3188
HOU,BWI,5/24/2016,555,3188
PHX,LAS,5/22/2016,505,3188
HOU,DAL,5/4/2016,327,3188
LAX,PDX,5/29/2016,278,3188
ABQ,DEN,5/10/2016,39,3188
LAS,SNA,5/23/2016,439,3188
SEA,SNA,5/27/2016,389,3188
PHX,LAS,5/6/2016,31,3188
BWI,BNA,5/25/2016,49,3188
MDW,CLE,5/23/2016,225,3191
PHX,SEA,5/10/2016,92,3191
SJU,BWI,5/30/2016,494,3191
DEN,SMF,5/5/2016,98,3191
BWI,MSY,5/4/2016,552,3191
MCO,ATL,5/31/2016,267,3191
DCA,DAL,5/28/2016,141,3191
RNO,LAS,5/18/2016,480,3191
SJC,LAX,5/31/2016,233,3191
BUR,SJC,5/1/2016,388,3191
PVR,DEN,5/21/2016,207,3192
RNO,SAN,5/18/2016,191,3192
OMA,STL,5/28/2016,444,3193
DEN,MKE,5/19/2016,58,3193
LAX,MDW,5/29/2016,561,3193
OAK,SAN,5/1/2016,249,3193
HOU,SNA,5/2/2016,179,3194
DAL,STL,5/25/2016,138,3194
LAS,IAD,5/7/2016,505,3194
PBI,BWI,5/30/2016,411,3194
LAS,BNA,5/27/2016,432,3194
DAL,HOU,5/30/2016,8,3197
CAK,ATL,5/26/2016,345,3197
BDL,BWI,5/28/2016,325,3197
LAS,PIT,5/14/2016,399,3197
PHX,MCI,5/18/2016,308,3197
MDW,TUS,5/3/2016,367,3197
MCO,MHT,5/28/2016,266,3197
DEN,PHX,5/4/2016,587,3197
DEN,DAL,5/22/2016,390,3199
SMF,ONT,5/17/2016,309,3200
SMF,PHX,5/27/2016,338,3200
HOU,PVR,5/7/2016,173,3201
DAL,ABQ,5/3/2016,309,3201
AUS,LBB,5/1/2016,16,3201
DEN,RNO,5/8/2016,110,3201
LAX,SJC,5/19/2016,185,3201
AUS,MDW,5/17/2016,317,3201
BUR,SMF,5/4/2016,224,3201
TPA,DCA,5/19/2016,267,3201
BUR,PHX,5/7/2016,286,3201
MAF,DAL,5/24/2016,452,3201
PDX,LAX,5/30/2016,461,3201
BWI,BOS,5/25/2016,65,3204
PHX,SEA,5/30/2016,78,3204
FLL,BWI,5/10/2016,538,3204
BUF,BWI,5/15/2016,340,3204
FLL,AUS,5/14/2016,128,3205
TPA,SJU,5/24/2016,492,3205
TPA,ISP,5/5/2016,160,3205
MDW,SMF,5/31/2016,611,3205
SAN,LAS,5/4/2016,487,3205
ATL,IND,5/19/2016,630,3205
HOU,TPA,5/8/2016,333,3205
SAN,SMF,5/21/2016,10,3205
SLC,LAS,5/31/2016,503,3205
MKE,TPA,5/19/2016,261,3205
LGA,DAL,5/17/2016,381,3205
AUS,EWR,5/15/2016,214,3206
PDX,MDW,5/18/2016,627,3206
ATL,MCI,5/13/2016,83,3206
BNA,SAN,5/28/2016,283,3206
LAS,BUR,5/30/2016,368,3206
BNA,TPA,5/22/2016,338,3206
SNA,SMF,5/29/2016,503,3207
TPA,BUF,5/15/2016,635,3207
SFO,DEN,5/24/2016,153,3207
LAX,LAS,5/6/2016,251,3207
ATL,MSY,5/5/2016,479,3207
LAX,OAK,5/19/2016,523,3207
BDL,MCO,5/18/2016,602,3207
SLC,LAS,5/9/2016,442,3207
MCO,AUA,5/24/2016,494,3207
MCO,ROC,5/2/2016,463,3207
OAK,LAX,5/4/2016,67,3207
DEN,SFO,5/20/2016,106,3207
ATL,GSP,5/25/2016,392,3209
LAS,SEA,5/27/2016,140,3210
SAT,DAL,5/2/2016,335,3210
MDW,LAS,5/19/2016,536,3210
OAK,LAS,5/19/2016,252,3212
CMH,FLL,5/27/2016,425,3212
MSY,MCO,5/22/2016,366,3212
DEN,PDX,5/27/2016,627,3212
BWI,HOU,5/25/2016,25,3212
BNA,BWI,5/7/2016,183,3212
LAX,ATL,5/4/2016,518,3212
LAS,MDW,5/5/2016,640,3212
LAS,SLC,5/5/2016,505,3212
PHX,SLC,5/10/2016,503,3212
PHX,OAK,5/17/2016,185,3212
SAT,LAS,5/17/2016,619,3213
LGA,BNA,5/17/2016,413,3213
MDW,LAX,5/6/2016,165,3213
BWI,ISP,5/18/2016,407,3213
BUF,LAS,5/11/2016,609,3213
SMF,BUR,5/17/2016,270,3213
MCO,AUS,5/4/2016,213,3213
LAS,HOU,5/4/2016,206,3213
LAS,DAL,5/14/2016,336,3213
ATL,HOU,5/30/2016,303,3213
DEN,SMF,5/4/2016,529,3213
HOU,PHX,5/7/2016,133,3213
EWR,AUS,5/16/2016,378,3213
ATL,PUJ,5/6/2016,500,3213
SNA,SJC,5/19/2016,204,3213
SMF,SAN,5/4/2016,22,3216
LAX,SMF,5/26/2016,490,3216
TPA,BWI,5/23/2016,306,3216
HOU,DAL,5/25/2016,471,3216
DEN,PHX,5/17/2016,151,3216
BUR,SJC,5/11/2016,444,3216
BWI,SAN,5/25/2016,597,3216
DEN,MCO,5/7/2016,548,3216
MCO,MDW,5/24/2016,459,3216
BWI,ORF,5/11/2016,460,3216
MSY,FLL,5/29/2016,492,3216
MDW,MHT,5/10/2016,551,3217
BUF,MDW,5/27/2016,293,3217
OAK,HOU,5/10/2016,21,3217
STL,MCO,5/21/2016,113,3217
MDW,RDU,5/20/2016,409,3217
PHX,TPA,5/27/2016,488,3217
SJC,LAX,5/9/2016,63,3217
RSW,BWI,5/31/2016,9,3217
BWI,BDL,5/23/2016,483,3217
LAS,IND,5/12/2016,547,3217
MCO,BWI,5/4/2016,563,3217
ATL,LAS,5/10/2016,144,3217
BNA,HOU,5/24/2016,34,3217
DAL,BNA,5/13/2016,53,3217
FLL,BWI,5/3/2016,50,3217
BNA,AUS,5/27/2016,85,3217
DAL,SAT,5/15/2016,10,3217
ISP,FLL,5/4/2016,399,3217
ATL,AUS,5/11/2016,320,3217
BNA,BOS,5/20/2016,118,3217
PHL,STL,5/18/2016,583,3218
STL,MSY,5/13/2016,297,3218
DSM,LAS,5/7/2016,25,3218
BWI,RDU,5/26/2016,64,3218
BWI,LAS,5/11/2016,389,3218
SAN,SFO,5/31/2016,33,3220
OMA,MDW,5/31/2016,643,3220
AUS,HRL,5/7/2016,69,3220
MCO,PVD,5/12/2016,541,3220
LAX,HOU,5/18/2016,148,3220
FLL,TPA,5/27/2016,163,3220
PDX,PHX,5/17/2016,630,3220
BWI,SDF,5/28/2016,10,3220
MDW,ABQ,5/14/2016,317,3220
BWI,BDL,5/17/2016,135,3220
BWI,ISP,5/1/2016,270,3220
LAS,ATL,5/8/2016,479,3220
ATL,BOS,5/20/2016,403,3221
MCO,CMH,5/12/2016,15,3221
LAS,OMA,5/3/2016,93,3221
STL,LIT,5/1/2016,345,3221
BDL,MDW,5/21/2016,395,3221
LGA,MDW,5/26/2016,225,3221
MDW,DCA,5/13/2016,432,3221
ATL,MDW,5/18/2016,394,3222
HOU,MSY,5/12/2016,152,3222
MSP,MDW,5/6/2016,619,3222
SJC,MDW,5/31/2016,625,3222
PHX,DEN,5/16/2016,585,3222
MDW,RDU,5/31/2016,408,3222
STL,LGA,5/26/2016,173,3223
OKC,MDW,5/12/2016,240,3224
BWI,PBI,5/10/2016,467,3224
BNA,MCI,5/13/2016,219,3224
EWR,AUS,5/10/2016,379,3224
DAL,AUS,5/19/2016,52,3224
SMF,LAS,5/18/2016,523,3224
SDF,PHX,5/31/2016,500,3224
HOU,MCI,5/31/2016,171,3224
STL,HOU,5/17/2016,285,3224
PIT,TPA,5/6/2016,459,3224
AUS,DAL,5/2/2016,508,3227
ALB,BWI,5/22/2016,599,3227
HOU,MCI,5/20/2016,171,3227
SJC,DEN,5/19/2016,282,3227
BNA,PNS,5/20/2016,368,3227
TPA,BWI,5/31/2016,570,3227
SLC,PHX,5/8/2016,80,3227
MKE,RSW,5/27/2016,394,3227
MDW,BOS,5/8/2016,234,3227
EWR,MDW,5/21/2016,382,3227
SMF,SNA,5/8/2016,357,3229
BUR,LAS,5/13/2016,172,3229
SAN,DEN,5/17/2016,141,3229
BUR,SFO,5/13/2016,418,3229
OKC,MDW,5/26/2016,239,3231
OKC,HOU,5/19/2016,106,3233
STL,MDW,5/13/2016,564,3233
TPA,DCA,5/16/2016,232,3233
SJC,PDX,5/18/2016,309,3233
ATL,CUN,5/2/2016,322,3233
SDF,BWI,5/22/2016,409,3233
LAS,FLL,5/9/2016,553,3236
AUA,MCO,5/31/2016,129,3236
HOU,TUL,5/13/2016,415,3236
SMF,ONT,5/14/2016,561,3236
AUS,MCO,5/20/2016,266,3236
PHX,LAS,5/15/2016,77,3236
STL,DAL,5/8/2016,200,3237
MDW,SNA,5/15/2016,226,3237
SEA,OAK,5/19/2016,502,3237
BNA,MDW,5/18/2016,133,3238
SMF,SEA,5/3/2016,261,3238
MDW,RSW,5/12/2016,385,3238
MSY,PHX,5/30/2016,481,3238
ATL,LGA,5/16/2016,119,3238
SAN,LAS,5/8/2016,413,3239
PHX,SFO,5/16/2016,600,3239
SMF,PDX,5/1/2016,103,3239
OAK,ONT,5/4/2016,69,3239
OAK,LAS,5/3/2016,93,3239
DAL,LAS,5/4/2016,249,3239
STL,BWI,5/25/2016,91,3239
SJC,LAS,5/18/2016,428,3239
SMF,ONT,5/4/2016,74,3239
SAT,DAL,5/12/2016,5,3239
DCA,MDW,5/30/2016,182,3240
BNA,FLL,5/5/2016,23,3240
MDW,SFO,5/31/2016,618,3241
OMA,MDW,5/5/2016,165,3241
DAL,LAS,5/2/2016,249,3241
ATL,JAX,5/10/2016,496,3241
HRL,AUS,5/20/2016,85,3241
CMH,MCO,5/13/2016,49,3242
ATL,SAN,5/18/2016,403,3243
ELP,LAS,5/29/2016,84,3243
PHX,LAS,5/29/2016,514,3243
SJC,BUR,5/25/2016,505,3243
PHX,SLC,5/8/2016,302,3243
PIT,TPA,5/8/2016,330,3244
BNA,MSY,5/24/2016,368,3246
BWI,PIT,5/25/2016,419,3246
PHL,MCO,5/2/2016,264,3246
SFO,LAS,5/8/2016,616,3246
LAX,LIR,5/19/2016,128,3247
HOU,HRL,5/24/2016,8,3247
SNA,PHX,5/16/2016,151,3248
LAX,PHX,5/26/2016,315,3248
TPA,MKE,5/18/2016,85,3248
PIT,MDW,5/15/2016,204,3249
LAX,OAK,5/25/2016,90,3249
LGA,MKE,5/16/2016,361,3250
DTW,BWI,5/26/2016,35,3251
MCI,DEN,5/31/2016,319,3251
PHX,SNA,5/24/2016,137,3251
SAT,DAL,5/18/2016,5,3251
CAK,ATL,5/12/2016,41,3251
STL,BNA,5/4/2016,166,3251
LAX,SJC,5/27/2016,73,3251
OAK,GEG,5/6/2016,310,3251
DTW,STL,5/9/2016,376,3252
MEX,HOU,5/26/2016,453,3252
HOU,DAL,5/18/2016,471,3252
DEN,DAL,5/27/2016,38,3252
GEG,LAS,5/25/2016,82,3252
DAL,SEA,5/30/2016,541,3252
LAX,BWI,5/6/2016,520,3252
MDW,AUS,5/25/2016,485,3252
MDW,MSY,5/3/2016,182,3252
LAX,SJC,5/12/2016,398,3252
SAT,BNA,5/11/2016,253,3252
SMF,BUR,5/8/2016,527,3252
DEN,SJC,5/9/2016,179,3254
MDW,ALB,5/3/2016,621,3254
HOU,ATL,5/16/2016,315,3254
LAX,MCI,5/13/2016,169,3254
SMF,SEA,5/19/2016,235,3254
BWI,BUF,5/6/2016,400,3254
ICT,PHX,5/13/2016,195,3254
LAS,PHX,5/19/2016,533,3254
DAL,LBB,5/26/2016,178,3255
BUR,DEN,5/20/2016,476,3255
PDX,LAS,5/23/2016,564,3255
SAN,DEN,5/9/2016,486,3255
SLC,MDW,5/10/2016,284,3255
MSP,BWI,5/19/2016,429,3256
PHX,ABQ,5/6/2016,61,3256
BWI,AUA,5/5/2016,128,3256
DEN,TPA,5/24/2016,392,3256
BWI,BNA,5/14/2016,475,3256
SEA,DEN,5/16/2016,197,3257
BNA,MCO,5/7/2016,396,3257
CLE,BNA,5/7/2016,26,3257
DAL,SAN,5/24/2016,544,3257
BDL,MDW,5/31/2016,637,3258
ATL,DCA,5/26/2016,361,3258
BWI,PWM,5/29/2016,410,3258
GRR,MCO,5/24/2016,397,3263
BWI,PWM,5/30/2016,413,3263
RDU,BNA,5/31/2016,516,3263
DEN,SEA,5/4/2016,101,3263
BUR,SJC,5/8/2016,393,3263
HOU,DCA,5/20/2016,331,3263
SAN,OAK,5/4/2016,547,3263
LAS,ONT,5/13/2016,176,3263
LAX,DEN,5/15/2016,532,3263
ATL,PBI,5/24/2016,433,3263
STL,SFO,5/31/2016,371,3263
PVD,MDW,5/18/2016,160,3263
MSP,MDW,5/27/2016,159,3263
PHX,AUS,5/11/2016,29,3263
HRL,AUS,5/13/2016,85,3263
RDU,BWI,5/6/2016,62,3263
LGA,DAL,5/26/2016,354,3264
MSY,FLL,5/10/2016,183,3264
OMA,MDW,5/9/2016,643,3264
TPA,STL,5/18/2016,299,3264
LGA,BNA,5/5/2016,413,3264
SNA,SJC,5/21/2016,324,3264
HOU,MAF,5/5/2016,470,3264
SAN,RNO,5/29/2016,502,3264
LAS,RNO,5/25/2016,187,3265
OAK,PDX,5/29/2016,354,3265
BOS,MCI,5/20/2016,339,3265
TUL,STL,5/6/2016,528,3266
MDW,PUJ,5/8/2016,230,3266
BUR,LAS,5/22/2016,169,3266
FLL,HOU,5/22/2016,163,3266
BNA,MCO,5/29/2016,632,3266
DAL,SAT,5/16/2016,252,3266
TUL,DEN,5/14/2016,531,3266
MCO,SAT,5/15/2016,218,3266
TPA,BWI,5/27/2016,170,3266
LAS,PHX,5/23/2016,533,3268
MDW,MSP,5/10/2016,617,3268
TUS,LAX,5/4/2016,534,3268
PIT,LAS,5/2/2016,640,3268
SEA,OAK,5/1/2016,471,3268
TPA,PIT,5/7/2016,124,3272
TPA,HOU,5/13/2016,549,3272
BWI,BUF,5/11/2016,127,3272
JAX,BWI,5/2/2016,64,3272
HOU,DEN,5/1/2016,532,3272
SMF,LAX,5/20/2016,98,3274
OAK,LAS,5/16/2016,502,3274
MCO,SDF,5/17/2016,245,3274
MCO,MKE,5/12/2016,446,3274
BWI,MCO,5/6/2016,127,3274
LAS,IND,5/25/2016,524,3274
BWI,CMH,5/10/2016,165,3274
STL,MCO,5/6/2016,66,3274
LAX,LAS,5/1/2016,72,3274
STL,MSY,5/26/2016,296,3274
BWI,DEN,5/28/2016,464,3276
PHX,MDW,5/18/2016,554,3276
LAS,RNO,5/31/2016,531,3276
DAL,LAX,5/6/2016,147,3276
MCO,MKE,5/29/2016,379,3276
DAL,RDU,5/28/2016,141,3276
DEN,SEA,5/26/2016,76,3276
MSY,DAL,5/12/2016,7,3276
HOU,ABQ,5/29/2016,304,3276
DEN,MSY,5/3/2016,67,3276
MDW,CLE,5/5/2016,228,3277
MDW,PNS,5/7/2016,344,3277
TPA,BWI,5/25/2016,306,3277
ATL,MSP,5/26/2016,115,3277
CLT,HOU,5/9/2016,518,3277
SAN,DAL,5/13/2016,635,3277
PHX,SAN,5/4/2016,472,3277
HOU,DCA,5/12/2016,281,3277
ATL,MSP,5/5/2016,83,3277
SJC,SNA,5/11/2016,297,3277
LAS,BUF,5/16/2016,603,3277
DCA,OMA,5/28/2016,311,3277
MSY,DEN,5/11/2016,406,3277
LGA,HOU,5/30/2016,162,3277
DAL,ELP,5/13/2016,6,3277
BUR,PHX,5/27/2016,468,3277
PVD,MCO,5/27/2016,227,3281
ALB,TPA,5/14/2016,583,3281
HOU,OAK,5/4/2016,366,3281
DEN,TUL,5/11/2016,110,3281
DAL,HOU,5/23/2016,7,3281
SJC,PHX,5/12/2016,92,3281
IND,ATL,5/19/2016,88,3281
LGA,HOU,5/16/2016,173,3281
OAK,LAX,5/17/2016,484,3281
DCA,HOU,5/6/2016,361,3282
TPA,SDF,5/19/2016,216,3282
ATL,BOS,5/19/2016,405,3282
MDW,BWI,5/9/2016,588,3282
MSP,PHX,5/31/2016,242,3282
STL,AUS,5/7/2016,35,3282
LBB,LAS,5/28/2016,406,3282
MCI,ATL,5/31/2016,60,3282
MHT,BWI,5/18/2016,422,3282
MDW,MBJ,5/28/2016,237,3282
LAS,BUR,5/17/2016,326,3282
BNA,MDW,5/29/2016,486,3282
DEN,SAN,5/16/2016,11,3282
FLL,ATL,5/13/2016,134,3284
MDW,MSY,5/8/2016,391,3286
MCI,MSP,5/5/2016,387,3286
IND,DAL,5/11/2016,107,3286
STL,LAS,5/2/2016,591,3286
BWI,ISP,5/8/2016,468,3286
DEN,MDW,5/1/2016,152,3286
MDW,DEN,5/31/2016,229,3287
SNA,SMF,5/2/2016,476,3287
LAS,MSY,5/11/2016,572,3287
OAK,PHX,5/22/2016,31,3287
MDW,ONT,5/15/2016,238,3287
PIT,MDW,5/21/2016,202,3287
OAK,ONT,5/1/2016,546,3287
BUF,BWI,5/11/2016,401,3287
MDW,OMA,5/13/2016,304,3287
CMH,DEN,5/22/2016,353,3287
DEN,LAS,5/22/2016,405,3287
FLL,DAL,5/20/2016,304,3289
DCA,STL,5/7/2016,479,3289
MSY,LAX,5/13/2016,481,3289
ATL,MDW,5/9/2016,306,3289
AUS,DEN,5/1/2016,315,3289
IND,LAS,5/29/2016,362,3289
MCI,MDW,5/27/2016,210,3289
BWI,ISP,5/5/2016,493,3289
LAS,ABQ,5/27/2016,43,3289
SMF,ONT,5/22/2016,57,3292
DEN,LGA,5/26/2016,191,3293
